titre,ville,code_postal,prix,surface,type_bien,pieces,url
Appartement t4  de 90m² avec terrasse de 10m²,Villeurbanne,69100,490 000 €,90 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23964641-vente-appartement-t4-de-90m-avec-terrasse-de-10m-villeurbanne
Appartement 61m² à villeurbanne,Villeurbanne,69100,226 000 €,62 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23964476-vente-appartement-61m-a-villeurbanne-villeurbanne
Appartement 88m² à villeurbanne,Villeurbanne,69100,307 000 €,88 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23964452-vente-appartement-88m-a-villeurbanne-villeurbanne
Appartement 66m² à villeurbanne,Villeurbanne,69100,200 000 €,66 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23692571-vente-appartement-66m-a-villeurbanne-villeurbanne
Appartement 48m² à villeurbanne,Villeurbanne,69100,172 000 €,48 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23964453-vente-appartement-48m-a-villeurbanne-villeurbanne
Appartement 90m² à villeurbanne,Villeurbanne,69100,359 000 €,90 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23964459-vente-appartement-90m-a-villeurbanne-villeurbanne
"Garage fermé sécurisé de 12,4m2  - gratte ciel villeurbanne",Villeurbanne,69100,23 000 €,12 m²,>Parkings à vendre,,https://www.etreproprio.com/immobilier-23951520-vente-garage-ferme-securise-de-124m2-gratte-ciel-villeurbanne-villeurbanne
Appartement 70m² à villeurbanne,Villeurbanne,69100,150 000 €,70 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23964463-vente-appartement-70m-a-villeurbanne-villeurbanne
Appartement t4 de 89m² avec terrasse et garages,Villeurbanne,69100,550 000 €,89 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23964649-vente-appartement-t4-de-89m-avec-terrasse-et-garages-villeurbanne
Maison 168m² à villeurbanne,Villeurbanne,69100,729 000 €,168 m²/ 423 m²,>Maisons à vendre,6 pièces,https://www.etreproprio.com/immobilier-23964532-vente-maison-168m-a-villeurbanne-villeurbanne
Appartement 34m² à villeurbanne,Villeurbanne,69100,125 000 €,34 m²,>Appartements à vendre,1 pièce,https://www.etreproprio.com/immobilier-23964428-vente-appartement-34m-a-villeurbanne-villeurbanne
Appartement 40m² à villeurbanne,Villeurbanne,69100,260 000 €,40 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23964455-vente-appartement-40m-a-villeurbanne-villeurbanne
"Garage fermé sécurisé de 12,34m2  - gratte ciel villeurbanne",Villeurbanne,69100,23 000 €,12 m²,>Parkings à vendre,,https://www.etreproprio.com/immobilier-23951521-vente-garage-ferme-securise-de-1234m2-gratte-ciel-villeurbanne-villeurbanne
"Appartement 3 pièces - 65,77m2 villeurbanne cusset",Villeurbanne,69100,205 000 €,65 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23951527-vente-appartement-3-pieces-6577m2-villeurbanne-cusset-villeurbanne
Maison 82m² à villeurbanne,Villeurbanne,69100,374 000 €,82 m²,>Maisons à vendre,4 pièces,https://www.etreproprio.com/immobilier-23962521-vente-maison-82m-a-villeurbanne-villeurbanne
Appartement 42m² à villeurbanne,Villeurbanne,69100,156 000 €,42 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23964490-vente-appartement-42m-a-villeurbanne-villeurbanne
Appartement villeurbanne 4 pièces 89 m2,Villeurbanne,69100,275 000 €,89 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23965465-vente-appartement-villeurbanne-4-pieces-89-m2-villeurbanne
Appartement 70m² à villeurbanne,Villeurbanne,69100,150 000 €,70 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23964456-vente-appartement-70m-a-villeurbanne-villeurbanne
Appartement 65m² à villeurbanne,Villeurbanne,69100,235 000 €,66 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23964439-vente-appartement-65m-a-villeurbanne-villeurbanne
Appartement 46m² à villeurbanne,Villeurbanne,69100,197 000 €,46 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23964473-vente-appartement-46m-a-villeurbanne-villeurbanne
T3 grand clément gare de villeurbanne.,Villeurbanne,69100,199 000 €,77 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23954225-vente-t3-grand-clement-gare-de-villeurbanne-villeurbanne
T4 meublé avec terrasse - villeurbanne  - 83m²,,,,,,,https://www.etreproprio.com/immobilier-23957587-vente-t4-meuble-avec-terrasse-villeurbanne-83m-villeurbanne
Appartement 30m² à villeurbanne,Villeurbanne,69100,n.c. €,31 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23951379-vente-appartement-30m-a-villeurbanne-villeurbanne
Parking 13m² à villeurbanne,Villeurbanne,69100,18 000 €,13 m²,>Parkings à vendre,,https://www.etreproprio.com/immobilier-23952947-vente-parking-13m-a-villeurbanne-villeurbanne
Appartement,Villeurbanne,69100,139 000 €,42 m²,>Appartements à vendre,1 pièce,https://www.etreproprio.com/immobilier-23083865-vente-appartement-villeurbanne
Penthouse 5p terrasse dernier étage - villeurbanne - 116m²,,,,,,,https://www.etreproprio.com/immobilier-23957582-vente-penthouse-5p-terrasse-dernier-etage-villeurbanne-116m-villeurbanne
Appartement t4  duplex de 89m² avec deux terrasses de 31 et 18m² et garage,Villeurbanne,69100,549 000 €,88 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23952912-vente-appartement-t4-duplex-de-89m-avec-deux-terrasses-de-31-et-18m-et-garage-villeurbanne
La doua / einstein - t2 - 48m2,Villeurbanne,69100,159 000 €,48 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23956282-vente-la-doua-einstein-t2-48m2-villeurbanne
Vente appartement villeurbanne(69100) 369 000ï¿œ,Villeurbanne,69100,369 000 €,88 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23949447-vente-vente-appartement-villeurbanne69100-369-000i-oe-villeurbanne
Charmant t3 de 60m2  lumineux et calme - villeurbanne gratte - ciel,,,,,,,https://www.etreproprio.com/immobilier-23951525-vente-charmant-t3-de-60m2-lumineux-et-calme-villeurbanne-gratte-ciel-villeurbanne
Appartement t2 59m2 avec 2 balcon et garage en sous-sol,Villeurbanne,69100,205 000 €,59 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23958433-vente-appartement-t2-59m2-avec-2-balcon-et-garage-en-sous-sol-villeurbanne
Charmant t3 de 60m2  lumineux et calme - villeurbanne gratte - ciel,Villeurbanne,69100,250 500 €,60 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23638726-vente-charmant-t3-de-60m2-lumineux-et-calme-villeurbanne-gratte-ciel-villeurbanne
Appartement t1 - 37m2 - villeurbanne,Villeurbanne,69100,166 000 €,37 m²,>Appartements à vendre,1 pièce,https://www.etreproprio.com/immobilier-23952494-vente-appartement-t1-37m2-villeurbanne-villeurbanne
4p villa sur le toit  - villeurbanne - 112m²,,,,,,,https://www.etreproprio.com/immobilier-23925492-vente-4p-villa-sur-le-toit-villeurbanne-112m-villeurbanne
Appartement 93m² à villeurbanne,Villeurbanne,69100,329 000 €,94 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23954344-vente-appartement-93m-a-villeurbanne-villeurbanne
"T3 villeurbanne étage élevé, balcon et parking",Villeurbanne,69100,239 000 €,67 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23958676-vente-t3-villeurbanne-etage-eleve-balcon-et-parking-villeurbanne
Appartement t2 avec jardin privatif à villeurbanne – einstein / salengro,Villeurbanne,69100,199 000 €,57 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23585528-vente-appartement-t2-avec-jardin-privatif-a-villeurbanne-einstein-salengro-villeurbanne
"Appartement t3 de 66,05m² avec loggia et garage",Villeurbanne,69100,395 000 €,66 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23952898-vente-appartement-t3-de-6605m-avec-loggia-et-garage-villeurbanne
Appartement 69m² à villeurbanne,Villeurbanne,69100,315 000 €,70 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23952941-vente-appartement-69m-a-villeurbanne-villeurbanne
Rez-de-jardin villeurbanne 3 pièce(s) 75 m2,Villeurbanne,69100,329 000 €,75 m²/ 160 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23618689-vente-rez-de-jardin-villeurbanne-3-pieces-75-m2-villeurbanne
"Appartement t4 de 81,85m² avec terrasse de 15m² et 2 garages",Villeurbanne,69100,528 000 €,81 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23952911-vente-appartement-t4-de-8185m-avec-terrasse-de-15m-et-2-garages-villeurbanne
Appartement à villeurbanne,Villeurbanne,69100,190 000 €,,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23947532-vente-appartement-a-villeurbanne-villeurbanne
Appartement 34m² à villeurbanne,Villeurbanne,69100,157 500 €,34 m²,>Appartements à vendre,1 pièce,https://www.etreproprio.com/immobilier-23947900-vente-appartement-34m-a-villeurbanne-villeurbanne
Maison 196m² à villeurbanne,Villeurbanne,69100,695 000 €,196 m²/ 200 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23939417-vente-maison-196m-a-villeurbanne-villeurbanne
Appartement 23m² à villeurbanne,Villeurbanne,69100,79 000 €,24 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23559487-vente-appartement-23m-a-villeurbanne-villeurbanne
Appartement,Villeurbanne,69100,205 000 €,48 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23946221-vente-appartement-villeurbanne
À vendre : appartement spacieux 5 pièces à villeurbanne - flachet,Villeurbanne,69100,335 000 €,106 m²,>Appartements à vendre,5 pièces,https://www.etreproprio.com/immobilier-23939104-vente-a-vendre-appartement-spacieux-5-pieces-a-villeurbanne-flachet-villeurbanne
Maison neuve t4 duplex   93 m2   cœur d’îlot   villeurbanne / quartier république   proche lyon 6e,Villeurbanne,69100,615 000 €,93 m²,>Maisons à vendre,4 pièces,https://www.etreproprio.com/immobilier-23943970-vente-maison-neuve-t4-duplex-93-m2-coeur-d-ilot-villeurbanne-quartier-republique-proche-lyon-6e-villeurbanne
Appartement villeurbanne république - t2 de 41m²,Villeurbanne,69100,210 000 €,41 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23940423-vente-appartement-villeurbanne-republique-t2-de-41m-villeurbanne
Vente bureau-local villeurbanne(69100) 250 000ï¿œ,Villeurbanne,69100,250 000 €,,>Commerces à vendre,,https://www.etreproprio.com/immobilier-23939377-vente-vente-bureau-local-villeurbanne69100-250-000i-oe-villeurbanne
Villeurbanne cours tolstoi,Villeurbanne,69100,210 000 €,57 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23583950-vente-villeurbanne-cours-tolstoi-villeurbanne
Villeurbanne - la doua - investissement locatif studio,Villeurbanne,69100,130 000 €,21 m²,>Appartements à vendre,1 pièce,https://www.etreproprio.com/immobilier-23937162-vente-villeurbanne-la-doua-investissement-locatif-studio-villeurbanne
Appartement 75m² à villeurbanne,Villeurbanne,69100,149 000 €,75 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23930060-vente-appartement-75m-a-villeurbanne-villeurbanne
Appartement 65m² à villeurbanne,Villeurbanne,69100,210 000 €,66 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23417703-vente-appartement-65m-a-villeurbanne-villeurbanne
Appartement t4  duplex de 89m² avec deux terrasses de 31 et 18m²,Villeurbanne,69100,544 500 €,89 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23935367-vente-appartement-t4-duplex-de-89m-avec-deux-terrasses-de-31-et-18m-villeurbanne
Appartement 38m² à villeurbanne,Villeurbanne,69100,140 000 €,38 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23298947-vente-appartement-38m-a-villeurbanne-villeurbanne
Villeurbanne - croix luizet - t2,Villeurbanne,69100,79 000 €,24 m²,>Appartements à vendre,1 pièce,https://www.etreproprio.com/immobilier-23212894-vente-villeurbanne-croix-luizet-t2-villeurbanne
Villeurbanne - gratte ciel - appartement t4 - 87.94 m²,Villeurbanne,69100,380 000 €,88 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23930150-vente-villeurbanne-gratte-ciel-appartement-t4-8794-m-villeurbanne
Appartement 59m² à villeurbanne,Villeurbanne,69100,175 000 €,59 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23930065-vente-appartement-59m-a-villeurbanne-villeurbanne
Appartement 74m² à villeurbanne,Villeurbanne,69100,221 000 €,74 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23669454-vente-appartement-74m-a-villeurbanne-villeurbanne
Appartement 18m² à villeurbanne,Villeurbanne,69100,54 500 €,18 m²,>Appartements à vendre,1 pièce,https://www.etreproprio.com/immobilier-23932385-vente-appartement-18m-a-villeurbanne-villeurbanne
Appartement 85m² à villeurbanne,Villeurbanne,69100,259 000 €,85 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23294154-vente-appartement-85m-a-villeurbanne-villeurbanne
Appartement 81m² à villeurbanne,Villeurbanne,69100,289 000 €,81 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23930067-vente-appartement-81m-a-villeurbanne-villeurbanne
Appartement 65m² à villeurbanne,Villeurbanne,69100,220 000 €,66 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23930062-vente-appartement-65m-a-villeurbanne-villeurbanne
Appartement 84m² à villeurbanne,Villeurbanne,69100,300 000 €,84 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23930066-vente-appartement-84m-a-villeurbanne-villeurbanne
Appartement 55m² à villeurbanne,Villeurbanne,69100,189 000 €,55 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23930064-vente-appartement-55m-a-villeurbanne-villeurbanne
Appartement 48m² à villeurbanne,Villeurbanne,69100,205 000 €,48 m²,>Appartements à vendre,2 pièces,https://www.etreproprio.com/immobilier-23932421-vente-appartement-48m-a-villeurbanne-villeurbanne
Appartement 85m² à villeurbanne,Villeurbanne,69100,199 000 €,85 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23930063-vente-appartement-85m-a-villeurbanne-villeurbanne
Spacieux t5 lumineux à villeurbanne,Villeurbanne,69100,230 000 €,90 m²,>Appartements à vendre,5 pièces,https://www.etreproprio.com/immobilier-23936644-vente-spacieux-t5-lumineux-a-villeurbanne-villeurbanne
Appartement t4  duplex de 102.31m² avec terrasse de 12m²,Villeurbanne,69100,509 500 €,102 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23935369-vente-appartement-t4-duplex-de-10231m-avec-terrasse-de-12m-villeurbanne
Appartement t4  de 94m² avec terrasse de 12m²,Villeurbanne,69100,479 000 €,94 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23935368-vente-appartement-t4-de-94m-avec-terrasse-de-12m-villeurbanne
Maison 104m² à villeurbanne,Villeurbanne,69100,434 000 €,105 m²/ 48 m²,>Maisons à vendre,5 pièces,https://www.etreproprio.com/immobilier-23930354-vente-maison-104m-a-villeurbanne-villeurbanne
Appartement à vendre t4  avec garage,Villeurbanne,69100,249 000 €,75 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23426657-vente-appartement-a-vendre-t4-avec-garage-villeurbanne
Appartement 86m² à villeurbanne,Villeurbanne,69100,265 000 €,87 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23930068-vente-appartement-86m-a-villeurbanne-villeurbanne
Exclusivité appartement en parfait état avec vue dégagée !,Villeurbanne,69100,195 000 €,69 m²,>Appartements à vendre,4 pièces,https://www.etreproprio.com/immobilier-23927910-vente-exclusivite-appartement-en-parfait-etat-avec-vue-degagee-villeurbanne
Appartement 64m² à villeurbanne,Villeurbanne,69100,233 000 €,64 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23930069-vente-appartement-64m-a-villeurbanne-villeurbanne
Appartement 60m² à villeurbanne,Villeurbanne,69100,199 000 €,60 m²,>Appartements à vendre,3 pièces,https://www.etreproprio.com/immobilier-23920671-vente-appartement-60m-a-villeurbanne-villeurbanne
